Unidad,Fecha_subida,Timestamp,Error,Log
6101,2024-01-30 13:17:43,2024-01-30 13:17:38,False,{'log': ''}
6101,2024-01-30 13:17:45,2024-01-30 13:17:38,False,{'log': 'Data validation failed: rc 4 No checksum.json file found in current directory.\n'}
6101,2024-01-30 13:17:57,2024-01-30 13:17:52,False,{'log': ''}
6101,2024-01-30 13:18:39,2024-01-30 13:18:30,False,{'log': 'FORMATTING PARTITION /dev/sda1 IO ERROR'}
6101,2024-01-30 13:18:41,2024-01-30 13:18:35,False,{'log': ''}
6101,2024-01-30 13:18:43,2024-01-30 13:18:35,False,{'log': 'Data validation failed: rc 4 No checksum.json file found in current directory.\n'}
6101,2024-01-30 13:19:26,2024-01-30 13:19:18,False,{'log': 'FORMATTING PARTITION /dev/sda1 IO ERROR'}
6101,2024-01-30 13:19:28,2024-01-30 13:19:23,False,{'log': ''}
6101,2024-01-30 13:19:30,2024-01-30 13:19:23,False,{'log': 'Data validation failed: rc 4 No checksum.json file found in current directory.\n'}
6101,2024-01-30 13:19:40,2024-01-30 13:19:37,False,{'log': ''}
6101,2024-01-30 13:20:15,2024-01-30 13:20:06,False,{'log': 'FORMATTING PARTITION /dev/sda1 IO ERROR'}
6101,2024-01-30 13:20:17,2024-01-30 13:20:11,False,{'log': 'Data validation failed: rc 4 No checksum.json file found in current directory.\n'}
6101,2024-01-30 13:20:19,2024-01-30 13:20:11,False,{'log': ''}
6101,2024-01-30 13:21:02,2024-01-30 13:20:52,False,{'log': 'FORMATTING PARTITION /dev/sda1 IO ERROR'}
6104,2024-01-30 13:42:21,2024-01-30 13:42:03,False,{'log': 'Data validation failed: rc 4 No checksum.json file found in current directory.\n'}
6104,2024-01-30 13:42:22,2024-01-30 13:42:03,False,{'log': ''}
6104,2024-01-30 13:42:23,2024-01-30 13:42:18,True,{'log': 'Restarting. Execution number: 1 Check log for details.\n\nNvMMLiteOpen : Block : BlockType = 279 \nNVMEDIA: Reading vendor.tegra.display-size : status: 6 \nNvMMLiteBlockCreate : Block : BlockType = 279 '}
6104,2024-01-30 13:43:07,2024-01-30 13:43:04,False,{'log': ''}
6104,2024-01-30 13:43:15,2024-01-30 13:43:13,False,{'log': 'Source id 0 has been missing for 100 batches '}
8400,2024-01-30 13:04:34,2024-01-30 10:53:26,False,{'log': ''}
8400,2024-01-30 13:19:20,2024-01-30 13:03:50,False,{'log': ''}
8400,2024-01-30 13:19:22,2024-01-30 13:03:50,False,{'log': 'Data validation failed: rc 4 No checksum.json file found in current directory.\n'}
8400,2024-01-30 13:19:25,2024-01-30 13:04:04,True,{'log': 'Restarting. Execution number: 1 Check log for details.\n\nNvMMLiteOpen : Block : BlockType = 279 \nNVMEDIA: Reading vendor.tegra.display-size : status: 6 \nNvMMLiteBlockCreate : Block : BlockType = 279 '}
8400,2024-01-30 13:19:27,2024-01-30 13:05:03,False,{'log': ''}
8403,2024-01-30 13:31:06,2024-01-29 14:22:17,False,{'log': 'FORMATTING PARTITION /dev/sda1 NOT MOUNTED'}
8403,2024-01-30 13:31:07,2024-01-29 14:22:24,False,{'log': 'Data validation failed: rc 4 No checksum.json file found in current directory.\n'}
8403,2024-01-30 13:31:09,2024-01-29 14:22:24,False,{'log': ''}
8403,2024-01-30 13:31:12,2024-01-29 14:22:38,True,{'log': 'Restarting. Execution number: 1 Check log for details.\n\nNvMMLiteOpen : Block : BlockType = 279 \nNVMEDIA: Reading vendor.tegra.display-size : status: 6 \nNvMMLiteBlockCreate : Block : BlockType = 279 '}
8403,2024-01-30 13:31:26,2024-01-29 20:33:18,False,{'log': 'FORMATTING PARTITION /dev/sda1 NOT MOUNTED'}
8403,2024-01-30 13:31:28,2024-01-29 20:33:25,False,{'log': ''}
8403,2024-01-30 13:31:30,2024-01-29 20:33:25,False,{'log': 'Data validation failed: rc 4 No checksum.json file found in current directory.\n'}
8403,2024-01-30 13:31:34,2024-01-29 20:33:39,True,{'log': 'Restarting. Execution number: 1 Check log for details.\n\nNvMMLiteOpen : Block : BlockType = 279 \nNVMEDIA: Reading vendor.tegra.display-size : status: 6 \nNvMMLiteBlockCreate : Block : BlockType = 279 '}
8403,2024-01-30 13:31:41,2024-01-29 20:34:35,False,{'log': ''}
8403,2024-01-30 13:31:43,2024-01-29 20:34:42,False,{'log': 'Source id 1 has been missing for 100 batches '}
8403,2024-01-30 13:31:53,2024-01-29 20:35:14,False,{'log': 'Batch dropping enabled. Delay: 11s.'}
8403,2024-01-30 13:31:56,2024-01-29 20:35:16,False,{'log': 'Source id 1 has been missing for 100 batches '}
8403,2024-01-30 13:32:12,2024-01-30 07:30:03,False,{'log': 'FORMATTING PARTITION /dev/sda1 NOT MOUNTED'}
